datetime,city,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,,ride_distance_km,traffic_index,surge_multiplier,hour,day_of_week,is_weekend,fare_amount,passenger_count
15-03-2024 16:07,Ahmedabad,2014-02-18 14:26:00 UTC,-73.980022,40.74599,-74.003432,40.759667,,11.54,7,1.5,16,4,0,253.48,1
17-11-2024 01:00,Hyderabad,2015-03-03 23:15:03 UTC,-73.98918915,40.72914124,-73.9872818,40.72063446,,17.69,7,2.5,1,6,1,357.28,2
01-12-2024 00:39,Bengaluru,2009-11-26 02:58:00 UTC,-74.010798,40.726085,-74.009767,40.737402,,5.87,7,2.5,0,6,1,215.44,2
28-06-2024 12:39,Hyderabad,2010-09-04 16:12:00 UTC,-73.9943,40.739512,-73.98807,40.724482,,23.31,9,2.5,12,4,0,424.72,2
08-03-2024 22:58,Ahmedabad,2010-05-12 22:32:00 UTC,-73.972987,40.76404,-74.00782,40.714993,,6.24,7,2,22,4,0,199.88,5
09-04-2024 18:59,Hyderabad,2009-02-12 17:52:18 UTC,-73.986059,40.757159,-73.97613,40.780589,,3.64,9,1,18,1,0,158.68,1
16-02-2024 02:05,Delhi,2014-01-21 06:55:00 UTC,-73.957802,40.776372,-73.957422,40.78287,,1.17,9,1.5,2,4,0,139.04,1
22-07-2024 02:34,Mumbai,2012-11-21 17:37:19 UTC,-73.993909,40.741551,-73.987874,40.770232,,7.47,6,1.5,2,0,0,199.64,1
13-11-2024 14:27,Ahmedabad,2009-05-06 20:06:23 UTC,-73.97778,40.763656,-73.989486,40.772966,,10.69,4,1,14,2,0,218.28,1
23-07-2024 09:16,Mumbai,2011-12-24 02:52:00 UTC,-73.971075,40.787833,-73.944957,40.784302,,18.09,1,2.5,9,1,0,322.08,5
01-07-2024 11:08,Hyderabad,2011-05-21 09:00:00 UTC,-73.944815,40.834367,-73.989332,40.72192,,24.44,6,2,11,0,0,413.28,4
18-04-2024 08:26,Ahmedabad,2009-02-28 15:54:57 UTC,-74.004184,40.712975,-73.988385,40.725102,,16.22,5,1.2,8,3,0,293.64,1
24-11-2024 09:56,Delhi,2013-02-11 19:09:00 UTC,-73.982085,40.771387,-73.95961,40.769445,,6.81,7,2,9,6,1,216.72,1
14-06-2024 22:40,Delhi,2013-09-10 20:50:25 UTC,-73.991186,40.741393,-74.00971,40.716455,,18.48,4,2.5,22,4,0,341.76,2
22-11-2024 17:34,Mumbai,2014-06-04 06:49:00 UTC,-73.78808,40.642187,-73.865042,40.725997,,20.59,9,1,17,4,0,362.08,4
31-01-2024 22:05,Bengaluru,2009-06-05 05:35:00 UTC,-73.98869,40.751273,-73.95881,40.764643,,1.98,4,2,22,2,0,133.76,3
16-01-2024 19:48,Bengaluru,2011-02-19 16:31:00 UTC,-74.010863,40.710813,-74.001205,40.718745,,6.44,9,2,19,1,0,212.28,1
10-11-2024 06:12,Delhi,2011-08-31 19:47:00 UTC,-73.968697,40.754998,-73.987302,40.73594,,23.48,9,1,6,6,1,406.76,1
24-02-2024 02:08,Hyderabad,2010-05-18 21:28:00 UTC,-73.96837,40.759005,-73.979105,40.77757,,22.06,7,1.5,2,5,1,389.72,3
07-11-2024 20:51,Ahmedabad,2014-02-13 17:57:00 UTC,-73.9926,40.753172,-73.908508,40.816192,,14.32,1,2,20,3,0,266.84,1
19-01-2024 00:20,Ahmedabad,2010-04-01 14:42:00 UTC,-73.97336,40.786952,-73.97281,40.743548,,22.53,7,2.5,0,4,0,405.36,1
17-07-2024 03:55,Hyderabad,2014-04-02 14:58:32 UTC,-73.970164,40.765016,-73.962801,40.77478,,18.42,4,1.5,3,2,0,321.04,1
19-06-2024 13:41,Bengaluru,2011-02-01 15:25:03 UTC,-73.987139,40.753038,-73.977794,40.751834,,16.41,1,1.5,13,2,0,281.92,1
03-03-2024 14:24,Hyderabad,2009-01-10 22:43:36 UTC,-73.994222,40.751229,-73.998331,40.744342,,15.55,9,1.5,14,6,1,321.6,1
05-08-2024 03:19,Mumbai,2012-07-12 00:59:02 UTC,-73.982371,40.765501,-73.985248,40.762808,,4.86,2,1.2,3,0,0,142.32,1
18-02-2024 09:40,Bengaluru,2009-02-19 08:28:42 UTC,-73.977137,40.779272,-73.970457,40.757972,,6.38,4,1,9,6,1,176.56,1
14-10-2024 23:21,Hyderabad,2014-01-16 14:58:09 UTC,-73.9939,40.751714,-73.958575,40.76039,,18.92,1,1.5,23,0,0,312.04,1
02-08-2024 07:23,Bengaluru,2015-01-04 09:17:47 UTC,-73.97952271,40.72731018,-73.98487854,40.76065063,,13.21,3,2.5,7,4,0,273.52,1
23-03-2024 20:18,Ahmedabad,2013-01-03 22:24:41 UTC,-73.993498,40.764686,-73.993498,40.764686,,20.08,1,1,20,5,1,325.96,1
17-03-2024 17:49,Delhi,2013-05-23 10:57:00 UTC,-73.962043,40.805372,-73.988447,40.77014,,7.74,1,1.5,17,6,1,187.88,1
28-02-2024 19:38,Ahmedabad,2009-10-03 18:25:00 UTC,-73.983052,40.776055,-73.974093,40.763797,,12.28,6,2.5,19,2,0,277.36,1
05-12-2024 19:10,Mumbai,2011-08-15 13:55:53 UTC,-73.9859,40.7277,-73.9825,40.7719,,23.28,5,1,19,3,0,374.36,1
05-04-2024 21:51,Delhi,2012-05-25 03:19:00 UTC,-73.997385,40.720822,-73.955628,40.782252,,2.81,5,2.5,21,4,0,158.72,1
02-10-2024 13:54,Delhi,2012-12-09 02:12:29 UTC,-73.937809,40.850558,-73.944454,40.834959,,12.65,9,1.2,13,2,0,270.8,1
13-03-2024 21:54,Mumbai,2009-04-09 11:27:00 UTC,-73.986593,40.759143,-74.001767,40.72012,,23.32,6,1.2,21,2,0,383.84,1
30-12-2024 18:34,Bengaluru,2014-11-13 20:12:25 UTC,-73.958903,40.815239,-73.980862,40.78261,,8.09,1,1.2,18,0,0,176.08,1
02-03-2024 05:23,Ahmedabad,2010-03-05 22:41:05 UTC,-73.990305,40.756175,-74.003678,40.759173,,18.01,7,2.5,5,5,1,361.12,1
09-04-2024 13:57,Bengaluru,2009-01-09 14:24:24 UTC,-73.968111,40.765625,-73.980863,40.75916,,15.68,7,2,13,1,0,313.16,1
19-11-2024 17:37,Hyderabad,2009-07-10 01:01:00 UTC,-73.98973,40.734507,-74.001847,40.740387,,16.6,3,2,17,1,0,304.2,1
20-08-2024 11:08,Hyderabad,2009-02-02 16:58:00 UTC,-73.954332,40.77406,-73.952558,40.766325,,3.26,9,1.5,11,1,0,164.12,2
04-03-2024 19:26,Bengaluru,2015-06-17 17:52:03 UTC,-73.97213745,40.74988937,-73.9818573,40.73242569,,21.13,6,1.2,19,0,0,357.56,1
07-01-2024 09:00,Delhi,2011-10-30 11:34:39 UTC,-73.975307,40.757499,-74.010737,40.711715,,8.28,5,1.5,9,6,1,214.36,3
02-05-2024 13:42,Bengaluru,2011-06-22 06:20:00 UTC,-73.997925,40.749805,-74.003443,40.754337,,6.18,7,2.5,13,3,0,209.16,2
07-11-2024 19:31,Hyderabad,2013-10-19 20:21:00 UTC,-73.977453,40.785215,-73.98595,40.734955,,13.75,7,1.5,19,3,0,280,1
14-05-2024 23:55,Ahmedabad,2014-08-22 14:58:01 UTC,-73.993619,40.749808,-73.992512,40.756546,,24.27,3,1.2,23,1,0,380.24,2
07-04-2024 15:48,Bengaluru,2014-05-05 19:27:00 UTC,0,0,0,0,,11.54,5,1.2,15,6,1,247.48,1
10-03-2024 21:30,Bengaluru,2013-01-02 19:16:00 UTC,-73.968242,40.762112,-73.979687,40.765432,,11.28,5,2,21,6,1,260.36,1
30-10-2024 22:24,Ahmedabad,2012-12-22 15:35:00 UTC,-73.989945,40.73399,-73.95831,40.780797,,11.62,8,1,22,2,0,249.44,1
25-09-2024 09:26,Hyderabad,2015-02-16 11:19:55 UTC,-73.99765015,40.73622131,-73.98181152,40.76134872,,13.4,6,2.5,9,2,0,290.8,2
06-09-2024 17:33,Ahmedabad,2013-02-01 20:56:22 UTC,-73.997933,40.756223,-73.981529,40.742386,,14.58,5,1.5,17,4,0,279.96,1
13-05-2024 18:51,Mumbai,2009-05-20 10:23:00 UTC,-73.949458,40.773348,-73.964993,40.76659,,3.2,4,1,18,0,0,128.4,5
21-01-2024 14:26,Delhi,2015-05-17 14:56:39 UTC,-73.95431519,40.76970291,-73.99013519,40.75743866,,19.32,7,2.5,14,6,1,376.84,1
12-10-2024 02:39,Bengaluru,2012-06-28 20:10:44 UTC,-73.994554,40.721011,-73.989079,40.722964,,16.59,6,1.2,2,5,1,313.08,2
08-05-2024 09:06,Ahmedabad,2011-12-10 01:43:00 UTC,-73.990968,40.72757,-73.99137,40.74472,,9.99,3,1.2,9,2,0,208.88,1
01-06-2024 15:28,Ahmedabad,2009-03-11 09:31:02 UTC,-74.013173,40.704148,-73.984285,40.754962,,16.81,8,2,15,5,1,341.72,1
07-03-2024 03:28,Ahmedabad,2010-12-11 04:25:12 UTC,-73.995721,40.767201,-73.951222,40.723918,,21.81,4,1.5,3,3,0,361.72,4
21-06-2024 22:26,Hyderabad,2014-04-15 09:19:00 UTC,-74.010142,40.719717,-74.013625,40.702315,,16.44,3,1,22,4,0,282.28,1
15-08-2024 17:06,Hyderabad,2012-04-05 20:21:06 UTC,-73.981496,40.768334,-73.956104,40.804763,,20.69,2,1.2,17,3,0,332.28,1
10-04-2024 20:56,Ahmedabad,2010-04-25 20:11:00 UTC,-73.94984,40.796042,-73.962738,40.759112,,9.08,8,1.2,20,2,0,222.96,3
13-03-2024 13:24,Hyderabad,2012-05-02 19:12:40 UTC,-73.986989,40.7208,-73.976607,40.722857,,9.17,9,1.5,13,2,0,235.04,1
27-09-2024 20:00,Ahmedabad,2015-05-28 13:31:03 UTC,-73.96671295,40.80403519,-73.93840027,40.79726791,,9.36,8,1.5,20,4,0,232.32,1
28-05-2024 21:58,Delhi,2015-05-21 01:35:16 UTC,-73.97534943,40.752491,-73.97386169,40.74888992,,7.77,5,1.2,21,1,0,192.24,2
24-11-2024 11:40,Hyderabad,2012-06-24 01:35:45 UTC,-73.976132,40.744211,-73.90495,40.876687,,24.77,2,2,11,6,1,407.24,2
02-09-2024 23:31,Hyderabad,2010-10-16 21:23:00 UTC,-73.982543,40.731653,-73.954875,40.768787,,21.81,1,2.5,23,0,0,366.72,5
03-04-2024 17:13,Delhi,2009-08-07 10:43:07 UTC,-73.975058,40.78882,-73.975058,40.78882,,6.72,1,1,17,2,0,155.64,1
09-10-2024 21:10,Hyderabad,2010-09-08 10:16:01 UTC,-73.987383,40.721255,-73.954733,40.730683,,8.68,3,1.5,21,2,0,199.16,1
29-04-2024 18:55,Delhi,2012-04-05 18:10:00 UTC,-73.971503,40.760135,-73.961437,40.768975,,22.73,9,2,18,0,0,407.76,1
05-07-2024 16:04,Mumbai,2010-09-22 12:15:00 UTC,-73.98192,40.761172,-74.016152,40.704765,,23.81,5,1.5,16,4,0,390.72,1
19-09-2024 16:45,Hyderabad,2010-01-23 03:24:00 UTC,-74.008325,40.725947,-73.988232,40.720322,,14.29,4,2.5,16,3,0,291.48,1
14-03-2024 04:34,Mumbai,2013-02-15 18:49:00 UTC,-73.992605,40.733957,-73.980698,40.742135,,3.72,7,2.5,4,3,0,179.64,1
22-02-2024 00:30,Delhi,2012-08-12 18:48:00 UTC,-73.986465,40.755052,-73.996115,40.744817,,18.69,2,2.5,0,3,0,334.28,3
29-06-2024 04:49,Bengaluru,2010-03-12 12:07:38 UTC,-73.95771,40.765555,-73.970059,40.762758,,21.09,6,1,4,5,1,363.08,1
19-10-2024 02:57,Mumbai,2011-12-02 14:07:00 UTC,0,0,0,0,,2.75,2,1.2,2,5,1,127,1
28-12-2024 07:02,Delhi,2009-04-14 11:49:40 UTC,-73.976459,40.744077,-73.983699,40.734203,,24.68,1,2.5,7,5,1,411.16,1
11-11-2024 11:08,Bengaluru,2014-04-27 13:02:13 UTC,-73.950582,40.786452,-73.9575,40.776686,,22.78,4,2.5,11,0,0,393.36,1
04-12-2024 13:02,Delhi,2015-04-11 08:47:47 UTC,-73.9784317,40.75239944,-74.00042725,40.74211884,,12.56,6,2,13,2,0,270.72,1
24-10-2024 14:26,Delhi,2011-10-03 20:29:00 UTC,-73.990055,40.756413,-73.983047,40.756727,,8.93,2,1.5,14,3,0,197.16,3
24-09-2024 17:49,Hyderabad,2010-04-26 03:12:44 UTC,-73.982326,40.731314,-73.989649,40.734398,,3.85,9,2.5,17,1,0,191.2,1
05-11-2024 14:59,Ahmedabad,2011-11-18 09:51:00 UTC,-73.995888,40.759078,-73.865005,40.770452,,6.7,1,1,14,1,0,155.4,1
03-03-2024 09:01,Delhi,2009-08-30 14:03:55 UTC,-73.990137,40.756007,-73.929361,40.774553,,11.47,5,1.2,9,6,1,246.64,1
13-09-2024 09:03,Delhi,2014-02-19 18:02:00 UTC,-73.95828,40.7689,-73.97351,40.782907,,23.06,3,2,9,4,0,381.72,5
19-04-2024 23:59,Ahmedabad,2011-02-20 21:01:58 UTC,-73.977633,40.753166,-73.981589,40.757359,,4.99,1,1,23,4,0,134.88,1
28-08-2024 11:27,Ahmedabad,2011-02-04 11:48:00 UTC,-73.962218,40.640218,-73.968043,40.640505,,22.63,8,1,11,2,0,381.56,1
06-04-2024 07:05,Hyderabad,2009-07-31 09:29:00 UTC,-74.000545,40.737462,-74.009545,40.713217,,9.06,4,1.2,7,5,1,212.72,5
28-12-2024 20:27,Mumbai,2015-05-15 18:58:16 UTC,-73.86270142,40.76895905,-73.9990921,40.74182892,,15.01,5,2,20,5,1,305.12,2
25-08-2024 07:13,Delhi,2012-12-04 22:12:00 UTC,-73.984463,40.742792,-73.97735,40.761375,,17.76,9,1,7,6,1,338.12,5
18-03-2024 17:55,Bengaluru,2015-04-21 01:38:11 UTC,-73.95018768,40.7192955,-73.94046021,40.72421265,,17.43,3,2.5,17,0,0,324.16,1
20-02-2024 09:17,Delhi,2013-05-03 18:26:00 UTC,-73.988752,40.758687,-73.98508,40.773772,,18.42,2,1,9,1,0,301.04,1
04-09-2024 12:15,Bengaluru,2010-03-30 21:29:00 UTC,-73.984218,40.732007,-73.979443,40.727617,,14.24,7,2.5,12,2,0,305.88,5
05-01-2024 12:43,Mumbai,2012-03-07 17:34:45 UTC,-73.99268,40.768321,-74.00233,40.746864,,12.53,5,1,12,4,0,245.36,2
26-11-2024 17:53,Hyderabad,2015-01-30 22:04:27 UTC,-73.95474243,40.68746948,-73.98821259,40.73051071,,20.9,1,1,17,1,0,325.8,1
18-07-2024 08:35,Bengaluru,2009-02-04 18:22:03 UTC,-73.988433,40.737176,-73.981018,40.747329,,7.56,1,2,8,3,0,185.72,1
29-08-2024 04:04,Delhi,2012-06-10 15:18:00 UTC,-73.964187,40.757303,-73.983382,40.743835,,22.92,5,2.5,4,3,0,400.04,1
29-12-2024 14:05,Delhi,2009-05-15 21:06:32 UTC,-73.776743,40.645374,-73.913408,40.745943,,6.94,1,1,14,6,1,168.28,1
11-12-2024 22:34,Ahmedabad,2012-07-19 17:49:00 UTC,-73.997893,40.735897,-74.006543,40.746245,,6.49,8,1,22,2,0,187.88,5
01-04-2024 05:41,Delhi,2011-06-19 18:23:00 UTC,-73.985758,40.753255,-73.98142,40.746513,,3.73,2,1.2,5,0,0,128.76,1
20-12-2024 20:08,Ahmedabad,2011-07-22 22:06:41 UTC,-73.9956,40.754782,-74.002493,40.734401,,8.39,6,1,20,4,0,200.68,1
27-04-2024 01:09,Ahmedabad,2013-02-25 15:56:00 UTC,-73.976022,40.76004,-73.982853,40.74504,,20,7,1,1,5,1,355,1
09-08-2024 12:53,Delhi,2014-06-15 15:25:59 UTC,-73.988604,40.778445,-73.994931,40.749954,,17.9,7,1.5,12,4,0,329.8,1
06-04-2024 11:07,Bengaluru,2012-04-25 18:17:58 UTC,-73.997975,40.720503,-74.001847,40.737797,,9.41,2,1.2,11,5,1,206.92,1
02-11-2024 21:39,Hyderabad,2010-08-20 19:39:48 UTC,0,0,0,0,,22.7,9,2,21,5,1,417.4,1
01-09-2024 09:59,Hyderabad,2013-03-28 14:03:00 UTC,-74.006395,40.749657,-73.978468,40.753897,,10.52,3,1.2,9,6,1,225.24,5
08-07-2024 16:44,Delhi,2012-01-25 00:20:00 UTC,-73.990318,40.737122,-73.97627,40.744955,,12.02,1,1,16,0,0,219.24,1
26-03-2024 10:39,Hyderabad,2009-11-02 09:27:00 UTC,-73.982613,40.771843,-73.978862,40.754318,,24.52,2,2.5,10,1,0,404.24,2
27-04-2024 20:05,Hyderabad,2009-09-12 01:47:00 UTC,-73.980253,40.765255,-73.974253,40.731925,,6.76,9,1.5,20,5,1,216.12,2
11-06-2024 00:21,Hyderabad,2011-07-06 17:15:14 UTC,-73.954797,40.767289,-73.974788,40.754888,,10.61,8,2,0,1,0,257.32,1
21-02-2024 23:15,Delhi,2010-09-21 12:38:00 UTC,-73.956158,40.781593,-73.966138,40.773645,,21.98,2,1.5,23,2,0,353.76,1
02-12-2024 12:43,Delhi,2010-01-14 06:47:15 UTC,-73.991201,40.750336,-73.977786,40.75239,,20.72,6,1.2,12,0,0,352.64,1
28-06-2024 20:41,Bengaluru,2014-11-10 05:48:48 UTC,-73.975132,40.73302,-73.977113,40.752058,,12.06,2,1.2,20,4,0,228.72,1
25-05-2024 04:51,Hyderabad,2010-09-10 16:28:00 UTC,-73.995627,40.749295,-73.965087,40.77161,,8.72,9,1.2,4,5,1,233.64,1
10-02-2024 12:05,Bengaluru,2010-11-24 18:13:00 UTC,-73.985523,40.760627,-73.989185,40.774452,,13.28,1,1.5,12,5,1,254.36,1
06-11-2024 03:22,Hyderabad,2015-04-04 22:40:32 UTC,-74.00299072,40.73112869,-74.00541687,40.74004364,,18.96,4,2.5,3,2,0,347.52,1
09-04-2024 14:51,Ahmedabad,2009-01-04 13:51:00 UTC,-73.962497,40.76308,-73.98472,40.736343,,12.63,7,1.2,14,1,0,260.56,1
26-06-2024 06:28,Mumbai,2010-03-20 15:43:00 UTC,0,0,0,0,,2.5,8,1.5,6,2,0,150,2
09-09-2024 19:38,Delhi,2010-09-22 00:13:20 UTC,-74.001561,40.735996,-73.986623,40.74737,,21.27,2,1.5,19,0,0,345.24,2
11-02-2024 23:37,Hyderabad,2009-06-02 00:29:00 UTC,-74.008055,40.711553,-73.997185,40.679587,,6.82,7,1,23,6,1,196.84,1
31-08-2024 14:18,Ahmedabad,2013-08-18 01:30:00 UTC,-73.978163,40.74563,-73.952042,40.773192,,8.73,9,1.2,14,5,1,233.76,2
24-04-2024 16:20,Delhi,2014-09-23 00:15:52 UTC,-73.994126,40.750917,-73.949428,40.781336,,17.3,9,1.5,16,2,0,332.6,1
18-09-2024 20:17,Ahmedabad,2015-01-14 21:56:18 UTC,-73.98861694,40.74912643,-73.95635986,40.74752045,,13.89,8,1.2,20,2,0,280.68,4
09-06-2024 11:42,Bengaluru,2009-09-03 14:52:00 UTC,-74.010698,40.710985,-73.991138,40.750717,,10.09,6,2.5,11,6,1,261.08,1
18-01-2024 12:18,Ahmedabad,2014-04-21 20:40:00 UTC,-73.976543,40.788207,-73.954575,40.777842,,6.86,6,1.5,12,3,0,192.32,1
03-07-2024 04:00,Ahmedabad,2015-04-06 19:31:59 UTC,-74.0065918,40.74441147,-73.9863739,40.74319077,,3.44,8,2,4,2,0,171.28,2
20-09-2024 19:51,Bengaluru,2011-09-13 12:05:30 UTC,-73.965744,40.754379,-73.9672,40.765067,,13.59,4,2.5,19,4,0,283.08,1
04-11-2024 07:36,Ahmedabad,2015-02-10 15:21:15 UTC,-73.99436951,40.7466774,-73.97766876,40.73911667,,14.82,4,1.5,7,0,0,277.84,1
11-12-2024 04:26,Delhi,2009-12-01 11:47:00 UTC,-73.944435,40.778137,-73.980463,40.782295,,12.78,9,1.5,4,2,0,278.36,3
18-10-2024 13:01,Ahmedabad,2015-06-16 09:54:20 UTC,-73.86276245,40.7687912,-73.97873688,40.75304031,,12.44,5,2.5,13,4,0,274.28,6
27-08-2024 19:55,Delhi,2009-09-04 10:58:06 UTC,-73.968942,40.785745,-73.963131,40.774204,,11.21,4,1,19,1,0,224.52,1
26-09-2024 18:54,Delhi,2015-02-13 23:24:04 UTC,-73.98103333,40.75872803,-73.95498657,40.73442078,,15.65,4,2.5,18,3,0,307.8,2
07-07-2024 20:05,Bengaluru,2015-04-04 11:38:38 UTC,-73.98799133,40.7493782,-73.98880768,40.75851822,,9.86,5,1.2,20,6,1,227.32,1
09-10-2024 22:54,Delhi,2013-05-10 15:10:00 UTC,-73.991377,40.70255,-73.999735,40.734407,,8.74,4,1.2,22,2,0,198.88,1
11-10-2024 10:17,Hyderabad,2010-04-13 00:10:05 UTC,-73.987152,40.750756,-73.90238,40.741637,,19.25,8,1.5,10,4,0,351,1
07-06-2024 00:53,Mumbai,2013-01-30 14:17:55 UTC,-73.974978,40.762812,-73.981365,40.756102,,3.56,2,2.5,0,4,0,152.72,1
14-08-2024 21:05,Mumbai,2011-10-19 10:19:31 UTC,-73.992956,40.754508,-73.999118,40.722575,,23.52,3,2,21,2,0,387.24,1
13-07-2024 04:19,Mumbai,2010-11-15 18:45:00 UTC,-74.00662,40.704113,-74.009975,40.735007,,14.79,8,2.5,4,5,1,327.48,1
09-01-2024 09:07,Ahmedabad,2015-02-10 05:50:51 UTC,-73.94662476,40.77677917,-73.95352936,40.77990723,,20.19,5,1.5,9,1,0,347.28,5
15-01-2024 18:13,Hyderabad,2010-05-24 17:57:00 UTC,-73.976452,40.780742,-73.980342,40.770673,,16.21,9,2,18,0,0,329.52,2
22-07-2024 19:28,Delhi,2010-06-01 14:13:38 UTC,-73.968681,40.754807,-73.97859,40.756029,,20.6,6,1.5,19,0,0,357.2,1
26-09-2024 06:42,Bengaluru,2012-09-19 13:52:17 UTC,-73.958542,40.780734,-73.975443,40.777022,,14.86,1,1,6,3,0,253.32,2
24-01-2024 01:49,Bengaluru,2011-02-14 10:17:48 UTC,-73.980351,40.780344,-73.980011,40.785561,,2.6,7,1.5,1,2,0,146.2,1
23-12-2024 00:09,Hyderabad,2014-06-24 09:52:00 UTC,-74.015122,40.715795,-74.008495,40.72814,,16.06,4,1.2,0,0,0,286.72,5
30-09-2024 22:53,Hyderabad,2009-09-08 20:54:13 UTC,-73.97647,40.735987,-73.981563,40.728817,,13.8,4,1.5,22,0,0,265.6,1
07-06-2024 18:48,Hyderabad,2012-01-12 16:39:00 UTC,-73.954282,40.764102,-73.973425,40.782708,,17.97,7,1.5,18,4,0,330.64,1
13-02-2024 16:33,Hyderabad,2012-10-16 13:13:00 UTC,-73.8709,40.7738,-73.981742,40.767455,,18.14,1,2.5,16,1,0,322.68,1
20-07-2024 23:36,Mumbai,2010-01-29 19:26:41 UTC,-73.985129,40.778954,-73.980585,40.765687,,10.09,8,2.5,23,5,1,271.08,1
13-04-2024 01:11,Hyderabad,2009-01-26 20:46:01 UTC,-73.98349,40.765833,-73.961351,40.768866,,13.96,4,2.5,1,5,1,297.52,1
27-01-2024 22:37,Mumbai,2013-05-30 20:38:11 UTC,-73.988536,40.753911,-73.989873,40.726236,,16.39,4,1.5,22,5,1,306.68,3
04-02-2024 02:31,Hyderabad,2014-01-22 21:01:18 UTC,-73.992937,40.75778,-73.992937,40.75778,,9.3,8,1.5,2,6,1,241.6,1
20-04-2024 01:42,Mumbai,2013-06-08 07:24:00 UTC,-73.992667,40.753087,-73.986788,40.761582,,12.09,8,1.5,1,5,1,275.08,5
18-06-2024 00:39,Bengaluru,2014-04-19 02:10:00 UTC,-73.997222,40.763667,-74.010617,40.730022,,1.43,4,2,0,1,0,127.16,3
15-12-2024 03:50,Ahmedabad,2010-07-14 17:38:00 UTC,0.001782,0.00738,0.000875,0.00567,,1.55,1,1.2,3,6,1,107.6,1
21-09-2024 10:51,Ahmedabad,2013-10-14 20:28:00 UTC,-73.97274,40.798322,-73.961262,40.806462,,11.18,8,2.5,10,5,1,284.16,1
13-04-2024 15:02,Ahmedabad,2012-06-26 08:43:49 UTC,-73.989391,40.752278,-73.972785,40.74995,,3.95,5,2.5,15,5,1,182.4,1
11-01-2024 21:56,Mumbai,2015-02-26 02:30:00 UTC,-73.98402405,40.72166061,-74.01074982,40.71681213,,21.1,6,1,21,3,0,353.2,1
25-04-2024 05:28,Ahmedabad,2015-02-18 01:55:20 UTC,-74.00408173,40.74240112,-73.98440552,40.74317169,,10.58,5,1,5,3,0,221.96,1
